id,name,slug,url,summary,os,cpu,storage,memory,graphics,sound,online,media,connectivity,resolutions,output,companies,main_manufacturer,platform_logo,platform_version_release_dates,checksum
166,Initial version,initial-version,https://www.igdb.com/platforms/supergrafx/version/initial-version,"The PC Engine SuperGrafx, also known as simply the SuperGrafx, is a fourth-generation home video game console manufactured by NEC Home Electronics and released in Japan in 1989. It is the successor system to the PC Engine, released two years prior. Originally known as the PC Engine 2 during production stages, it was purported as a true 16-bit home console, featuring improved graphics and audio capabilities over its predecessor.",,Hudson Soft HuC6280A @ 1.79 or 7.16 MHz,,32KB of work RAM and 128KB (64KB per HuC6270A VDC) Video RAM,"2x 16-bit HuC6270A Video Display Controllers (VDCs), 1x HuC6202 Video Priority Controller, and one HuC6260 Video Color Encoder (VCE)","HuC6280A; 6 PSG channels, 5-bit depth; 6.99 kHz sample rate",,"HuCard, CD-ROM²",,"512 colors; 282 x 242, 377 x 242, 565 x 242",5-pin DIN A/V connector with composite video and stereo audio output only,,,364,{767},17b186ae-1e25-6472-72f1-49acc6eaefe2
217,Initial version,initial-version,https://www.igdb.com/platforms/fm-7/version/initial-version,"The FM-7 is a home computer created by Fujitsu. It was first released in 1982 and was sold in Japan and Spain. It is a stripped-down version of Fujitsu's earlier FM-8 computer, and during development it was referred to as the ""FM-8 Jr.""","Fujitsu Disk Basic , OS-9, FLEX",2x MBL 68B09 clocked at 2MHz,"5.25"" floppy disk","64KB RAM, 48KB VRAM, 48KB ROM",8 colours at 640 x 200 pixel resolution,"3-channel (AY-3-8910) PSG chip, built-in speaker mounted near the top of the unit. From fm77 av onwards, 6 channel ym2203 (3psg+3fm)",,"Cassette tape, 5¼-inch floppy disk",,,,{530},,538,{547},7c6ec526-871d-03ca-5307-40a67f09a8a2
228,Initial version,initial-version,https://www.igdb.com/platforms/nintendo-dsi/version/initial-version,"An improved version of the Nintendo DS. 
It does not have a Game Boy Advance Cartridge slot. 
It has more RAM and a faster CPU than the Nintendo DS and Lite versions. 
It has slightly larger screens and 5 brightness settings. 
It has 2 digital cameras.",Nintendo DSi system software,ARM9 clocked at 133 MHz and ARM7 clocked at 33 MHz,"256 MB of internal flash memory, slots for a SD card (up to 2 GB) and a SDHC card (up to 32 GB)",16 MB PSRAM,,,"Nintendo Wi-Fi Connection, Nintendo DSi Shop, Nintendo Zone","Nintendo DS Game Card, Nintendo DSi Game Card","Wi-Fi, Integrated 802.11b/g",256 × 192 pixels,,{310},,247,"{263,264,265,266,267}",a6a80725-f8e8-a1ba-ae81-c01c4db8a49e
232,Initial version,initial-version,https://www.igdb.com/platforms/oculus-vr/version/initial-version,,,,,,,,,,,,,,,158,,9bde64bf-cc98-265b-b17c-09eae67e0a72
721,EUzebox,euzebox,https://www.igdb.com/platforms/uzebox/version/euzebox,"A special version of Uzebox for European regions, which main difference is the compatibility with SCART output.",,,,,,,,,,,SCART,{949},,,,9a859e98-fabc-1faa-a5c6-992793135661
533,Windows 98,windows-98,https://www.igdb.com/platforms/win/version/windows-98,"Windows 98 is a consumer-oriented operating system developed by Microsoft as part of its Windows 9x family of Microsoft Windows operating systems. The second operating system in the 9x line, it is the successor to Windows 95, and was released to manufacturing on May 15, 1998, and generally to retail on June 25, 1998. Like its predecessor, it is a hybrid 16-bit and 32-bit monolithic product with the boot stage based on MS-DOS.

Windows 98 is a web-integrated operating system that bears numerous similarities to its predecessor. Most of its improvements were cosmetic or designed to improve the user experience, but there were also a handful of features introduced to enhance system functionality and capabilities, including improved USB support and accessibility, as well as support for hardware advancements such as DVD players. Windows 98 was the first edition of Windows to adopt the Windows Driver Model, and introduced features that would become standard in future generations of Windows, such as Disk Cleanup, Windows Update, multi-monitor support, and Internet Connection Sharing.",,,,,,,,,,,,{630},,675,{644},489c85fa-7a8a-fbab-fd33-38548c85f6f8
722,PlayStation,playstation,https://www.igdb.com/platforms/super-nes-cd-rom-system/version/playstation,"The PlayStation, or Play Station, was an extension of the Super NES CD-ROM System project, which intended to deliver a standalone product containing an all-in-one Super NES with integrated CD-ROM compatibility. It is thought to be one of the factors of why Nintendo decided to ditch the partnership with Sony, since it wasn't part of the initial deal.",,,,,,,,"CD-ROM (SuperDisc), cartridges",,,,{955},,,,403ce401-a9ce-febb-caa2-d5e703fd3729
211,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8607/version/initial-version,,,,,,,,,,,,,,,,,c127fbbf-fb5d-369a-ac61-94e979f1c007
233,Initial version,initial-version,https://www.igdb.com/platforms/steam-vr/version/initial-version,,,,,,,,,,,,,,,159,,4f3a00a3-4091-57c5-99c6-46125698a72f
10,Ice Cream Sandwich,ice-cream-sandwich,https://www.igdb.com/platforms/android/version/ice-cream-sandwich,,,,,,,,,,,,,{57},,60,{108},d27fa043-3d6e-6ce9-edf8-14fbdafa3e3d
82,Initial version,initial-version-cf5691a3-0bfb-449c-af8d-465fd2a65b1d,https://www.igdb.com/platforms/neogeoaes/version/initial-version-cf5691a3-0bfb-449c-af8d-465fd2a65b1d,,,16-bit Motorolla 68000 (12MHz) and 8-bit Zilog Z80 (4MHz),"Removable memory card: 68-pin, JEIDA V3 complaint, cross-compatible with the MVS","64KB (68000) + 2KB (Z80), Video RAM: 68KB",,"3 PSG, 4-FM synthesis, 7-digital, 1 noise channel",,Cartridge,,320x224,,{240},,69,"{314,315,316}",bb313ea4-d6a4-846c-ac24-ec45e8da8a32
136,Initial version,initial-version,https://www.igdb.com/platforms/plato--1/version/initial-version,,,,,,,,,,,,,,,375,,cc2ea1dc-21f8-e8ad-699e-7d058e744157
141,Puma,puma,https://www.igdb.com/platforms/mac/version/puma,"Mac OS X version 10.1, code named Puma, is the second major release of Mac OS X, Apple's desktop and server operating system. Version 10.1 was released as a free update for Mac OS X 10.0 users. The operating system was better received than Mac OS X 10.0, although critics claimed that the operating system was still lacking some features and was plagued with bugs.",,,,,,,,,,,,{94},,90,{150},980f0f54-b5a0-cb5a-a130-2997734adb27
162,Initial version,initial-version,https://www.igdb.com/platforms/swancrystal/version/initial-version,,,,,,,,,,,,,,,319,,2c4f9c0e-8be6-7d03-be9d-b87f8f72531f
178,PlayStation 4 Slim,playstation-4-slim,https://www.igdb.com/platforms/ps4--1/version/playstation-4-slim,"""When comparing the new PS4 model to the current model, we’ve reduced volume by 30 percent, weight by 16 percent, and power consumption by 28 percent. Despite the sleek design, the new model packs all of the same powerful components that have made PS4 the best place to play.""",Orbis OS,"x86-64 AMD ""Jaguar"", 8 cores",500gb,GDDR5 8GB,"1.84 TFLOPS, AMD Radeon based graphics engine",,PlayStation Network,"BD × 6 CAV, DVD × 8 CAV","Super-Speed USB (USB 3.1 Gen1) port × 2, AUX port × 1, Ethernet?10BASE-T, 100BASE-TX, 1000BASE-T?×, IEEE 802.11 a/b/g/n/ac wi-fi, Bluetooth v4.0",,,{120},,,{206},6997d14c-3070-26a3-9426-2b9ec215c4e0
201,tele-ball,tele-ball,https://www.igdb.com/platforms/ay-3-8500/version/tele-ball,"MBO, a popular German electronics manufacturer, produced a large serie of pong systems. Though they had some cosmetic differences, all these systems were very close to each other in terms of functionality. 
 
The Tele-Ball is the most basic system of the whole range, offering only the 4 classic pong games in black & white.",,,,,,,,,,,,,,127,{240},4080875f-fd79-8a8f-3f3d-45b5e372d78a
37,Initial version,initial-version-736f469b-b7df-49ab-9be6-5f75ac942ec8,https://www.igdb.com/platforms/vic-20/version/initial-version-736f469b-b7df-49ab-9be6-5f75ac942ec8,"The Commodore VIC-20 was the first computer to ever sell over 1 million units, and can be regarded as the beginning of the mainstream computer age. It was not particularly useful for business applications, but was well-received for the many games available. It was also the first relatively inexpensive colour computer, costing less than $300. It is the predecessor of the significantly more well known Commodore 64, which is the highest selling single computer model of all time.",,,,,,,,,,,,{359},,313,,87873d1f-85a3-086f-56e5-6524b5ef205c
425,Initial version,initial-version,https://www.igdb.com/platforms/playdia/version/initial-version,"The Playdia (プレイディア, Pureidia) (developed under the codename ""BA-X"") is a fifth-generation home video game console released exclusively in Japan in 1994 at the initial price of ¥24,800. It was intended for a young audience and, like many consoles of the era (e.g. the LaserActive and the 3DO Interactive Multiplayer), was marketed more as a multimedia home entertainment system than as a dedicated gaming console, with anime quiz software and edutainment making up most of the game library.",,8-bit NEC μPD78214GC @12MHz; 8-bit Toshiba TMP87C800F @8MHz (Z80 derivative),,,Asahi Kasei AK8000 - Audio / Video processor,,,CD-ROM,,,,{525},,532,{542},a4c04f7e-7235-fa0a-0737-2647a8aa8d0f
534,Windows Me,windows-me,https://www.igdb.com/platforms/win/version/windows-me,"Windows Millennium Edition, or Windows Me (marketed with the pronunciation of the pronoun ""me""), is an operating system developed by Microsoft as part of its Windows 9x family of Microsoft Windows operating systems. It is the successor to Windows 98, and was released to manufacturing on June 19, 2000, and then to retail on September 14, 2000. It was Microsoft's main operating system for home users until the introduction of its successor Windows XP in 2001.

Windows Me was targeted specifically at home PC users, and included Internet Explorer 5.5 (later default was Internet Explorer 6), Windows Media Player 7 (later default was Windows Media Player 9 Series) and the new Windows Movie Maker software, which provided basic video editing and was designed to be easy to use for consumers. Microsoft also incorporated features first introduced in Windows 2000, which had been released as a business-oriented operating system seven months earlier, into the graphical user interface, shell and Windows Explorer. Although Windows Me was still ultimately based around MS-DOS like its predecessors, access to real-mode DOS was restricted to decrease system boot time.",,,,,,,,,,,,{631},,676,{645},170f5a87-4f9d-171e-dd41-f9bc377eeb39
203,tele-ball III,tele-ball-iii,https://www.igdb.com/platforms/ay-3-8500/version/tele-ball-iii,"The Tele-Ball III is thus very similar to the original Tele-Ball or Tele-Ball II, offering only the 4 classic pong games in black & white. As usual with MBO, the different systems are quite different cosmectically, but very close in termes of functionality. 
The dial on the front panel is used to select the different games. Then 6 switches are used to select the different game options. Two red buttons acts as Reset button and Manual Service.",,,,,,,,,,,,,,129,{242},e6dcb510-e1c0-5a3c-421e-4405bf32762d
209,Initial version,initial-version,https://www.igdb.com/platforms/ay-3-8605/version/initial-version,,,,,,,,,,,,,,,,,eb071edb-3a1f-c113-efbb-7655a35a03a6
709,FM Towns Car Marty,fm-towns-car-marty,https://www.igdb.com/platforms/fm-towns/version/fm-towns-car-marty,"The FM Towns Car Marty was for installation in automobiles. It included a built-in navigation system with audio and video guidance, and could also be detached from the car and played at home. An optional IC Card for the FM Towns Car Marty allowed it to use VICS, and was subsequently sold with a video monitor.",,,,,,,,,,,,{931},,,,8dc7957b-4a38-2fb0-079f-ceacbfda4c97
196,Interton VC 4000,interton-vc-4000,https://www.igdb.com/platforms/vc-4000/version/interton-vc-4000,"The rather obscure VC 4000 Video Computer, manufactured by Interton company, is regarded as the only console entirely developed in (West-)Germany. Whether or not that is true will probably remain a secret as the system's (still existing) former distributor has scrapped any documentation of the product that nearly got the company into bankruptcy. Information on the internet about the console's development history, however, is often contradictionary, inaccurate and often blatantly false. 
For instance, the most common and aggravating misconception is that the VC 4000 is ""based on"" the 1292 Advanced Programmable Video System, which supposedly was released as early as 1976! That would mean, that the technology used in the VC 4000 predates Atari's VCS by about a year and competes with Fairchild's Channel F for the title ""first 2nd generation video game system"". However, it is actually enough to compare the graphic capabilites of the two systems to realise that such information must be rubbish. So, here are some clarifying facts: 
Both, the VC 4000 and the 1292 APVS, are built around the Signetics 2650 microprocessor, which was released in late 1975. That was around the same time when Philips had bought the Signetics company and shipped the technology over to Europe. At that time Philips' subsidary Magnavox was developing a system based on the arguably more powerful Intel 8048 microprocessor - that system would later become known as the G7000 (or Odyssey² in the USA). Having one hardware product already in development, Philips decided to treat the Signetics 2650 as commercial product, targeting small-sized electronic-manufacturers, who were already swarming the market with PONG-clones. 
Considering that the VC 4000 is software-compatible (but not slot-compatible!) with the 1292 APVS, and considering that the two systems share the early half of their game library with identical game-titles implies the hypothesis that Philips sold both, the Signetics 2650 hardware and a certain number of developed ROM-software to two or three dozen companies, who developed, admittedly different, but ultimately compatible gaming systems, namely the VC 4000 and the 1292 Advanced Programmable Video System. The misconception that the 1292 APVS was released already in 1976 is probably owed to the - by now viral - misinformation that Radofin (the most prominent 1292 APVS manufacturer) released its first cosoles in 1976. These, however, were no microprocessored early wonder-machines, but plain PONG-clones. 
More evidence to support this hypothesis is provided by a Swedish TV broadcast from April 1979, when a team from SVT (Swedish broadcast company) visited the Philips-reasearch-centre in Eindhoven, Netherlands to talk about the future of video games. Throught the video the developers are seen with VC 4000 controllers, testing game prototypes which graphicly correspond with games on the VC 4000/1292 APVS and not Philips' own home console, the Videopac G7000, 
Available evidence, primarly in the form of leaflets, suggests that German manufacturer Interton was indeed the first one to hit the market with a Signetics 2650 microprocessor-based gaming system in autumn 1978: the VC 4000. Leaflets for 1292 APVS consoles by Radofin, Acetronic and other companies would only appear in 1979.",,,,,,,,,,,,{163},,134,{247},f267ebf6-0061-ccfc-2591-56d86a1b3182
